,twitter_id,tone_AI,perceived_judgement_AI,polarity_AI
457,tweet_id:1969759153515384991,Enjoyment,InFavor,0.8
458,tweet_id:1955635707982020784,Neutral,Unsure,0.0
459,tweet_id:1935263024379515371,Neutral,Unsure,0.0
460,tweet_id:1930633922150613427,Neutral,Unsure,0.0
461,tweet_id:724246844650344448,Neutral,Unsure,0.0
462,tweet_id:711526891954577408,Enjoyment,InFavor,0.8
463,tweet_id:729786146365046785,Enjoyment,InFavor,0.8
464,tweet_id:711534319135633408,Contempt,InFavor,0.5
465,tweet_id:729774965017464834,Surprise,InFavor,0.8
466,tweet_id:731763787854909440,Surprise,Opposedto,-0.8
467,tweet_id:719068558186012672,Contempt,InFavor,0.8
468,tweet_id:729685493038780417,Neutral,InFavor,0.5
469,tweet_id:710117993540362240,Enjoyment,InFavor,0.8
470,tweet_id:730999543609856000,Neutral,InFavor,0.5
471,tweet_id:719146944908517376,Neutral,InFavor,0.5
472,tweet_id:729770668330520576,Neutral,InFavor,0.8
473,tweet_id:730600431924051969,Neutral,InFavor,0.5
474,tweet_id:705596837554626560,Neutral,Unsure,0.0
475,tweet_id:1970462888981872840,Enjoyment,InFavor,0.8
476,tweet_id:729839520087220228,Neutral,InFavor,0.5
477,tweet_id:735280692054003712,Neutral,InFavor,0.5
478,tweet_id:724196822479073280,Neutral,Unsure,0.0
479,tweet_id:701354220570681344,Enjoyment,InFavor,0.8
480,tweet_id:729487384220475392,Contempt,Opposedto,-0.8
481,tweet_id:711551669121769473,Enjoyment,InFavor,0.8
482,tweet_id:729470253558730752,Enjoyment,InFavor,0.8
483,tweet_id:730934957460328448,Neutral,InFavor,0.5
484,tweet_id:723677285295886336,Neutral,InFavor,0.5
485,tweet_id:728938680593747969,Neutral,InFavor,0.5
486,tweet_id:729923894144995328,Neutral,InFavor,0.5
487,tweet_id:728361727704719361,Contempt,InFavor,0.8
488,tweet_id:725924612299608068,Neutral,Unsure,0.5
489,tweet_id:729854440459603968,Contempt,Opposedto,-0.7
490,tweet_id:724197080525246464,Neutral,Unsure,0.0
491,tweet_id:711581406292475905,Neutral,InFavor,0.8
492,tweet_id:728920372666613760,Neutral,InFavor,0.5
493,tweet_id:728940300228403200,Surprise,InFavor,0.8
494,tweet_id:1971561049792077936,Anger,Opposedto,-1.0
495,tweet_id:729888504331784192,Neutral,InFavor,0.5
496,tweet_id:728935279097040896,Enjoyment,InFavor,0.8
497,tweet_id:728937502002683904,Anger,InFavor,0.8
498,tweet_id:727842766550601729,Neutral,InFavor,0.5
499,tweet_id:701385368843776000,Enjoyment,InFavor,0.8
500,tweet_id:730263517601763330,Neutral,Unsure,0.0
501,tweet_id:729922865705852928,Neutral,InFavor,0.5
502,tweet_id:701409912916672516,Neutral,InFavor,0.5
503,tweet_id:668102432879079424,Surprise,InFavor,0.8
504,tweet_id:730220097210458112,Neutral,Unsure,0.0
505,tweet_id:728888493217177600,Neutral,InFavor,0.5
506,tweet_id:730600492179427328,Neutral,InFavor,0.5
507,tweet_id:711542931585368064,Enjoyment,InFavor,0.8
508,tweet_id:729727829626126336,Enjoyment,InFavor,0.5
509,tweet_id:728952677405700096,Neutral,InFavor,0.5
510,tweet_id:729036077311377408,Enjoyment,InFavor,0.8
511,tweet_id:736201825121095680,Surprise,InFavor,0.8
512,tweet_id:724176316895907840,Neutral,Unsure,0.0
513,tweet_id:1933351445551563180,Neutral,Unsure,0.0
514,tweet_id:719100498796609536,Neutral,InFavor,0.5
515,tweet_id:728935788109430784,Neutral,InFavor,0.5
516,tweet_id:728940149829074944,Neutral,InFavor,0.5
517,tweet_id:1926909977177817196,Enjoyment,InFavor,0.8
518,tweet_id:1969802688193020149,Enjoyment,InFavor,0.8
519,tweet_id:1961343313891467442,Sadness,Unsure,-0.5
520,tweet_id:1969729238464168200,Neutral,InFavor,0.5
521,tweet_id:1969761592515682618,Anger,Opposedto,-0.8
522,tweet_id:1968567533524451588,Neutral,Unsure,0.0
523,tweet_id:1934204193033830540,Enjoyment,InFavor,0.9
524,tweet_id:1971551947892416591,Sadness,Unsure,-0.5
525,tweet_id:1955639737311461735,Neutral,Unsure,0.0
526,tweet_id:1940411927454167354,Neutral,InFavor,0.5
527,tweet_id:1936979670597304741,Neutral,InFavor,0.5
528,tweet_id:1970273126647755084,Enjoyment,InFavor,0.8
529,tweet_id:1971559362989830256,Anger,Opposedto,-1.0
530,tweet_id:701382172918341632,Neutral,InFavor,0.5
531,tweet_id:1938079056945172718,Neutral,InFavor,0.5
532,tweet_id:1969455855562342767,Contempt,Opposedto,-0.8
533,tweet_id:1924393512285737164,Enjoyment,InFavor,0.8
534,tweet_id:1969142314397221299,Neutral,InFavor,0.5
535,tweet_id:1939626750595551251,Neutral,InFavor,0.5
536,tweet_id:1933473717515854129,Neutral,Unsure,0.0
537,tweet_id:1970482954792247473,Neutral,Unsure,0.0
538,tweet_id:1934883486269354354,Neutral,InFavor,0.5
539,tweet_id:1935527240026013733,Neutral,Unsure,0.0
540,tweet_id:1969615029365588169,Neutral,InFavor,0.8
541,tweet_id:730090875166941184,Neutral,Unsure,0.0
542,tweet_id:1942943068988010973,Neutral,Unsure,0.0
543,tweet_id:1969832648769184039,Neutral,InFavor,0.7
544,tweet_id:1940415475353088478,Neutral,InFavor,0.5
545,tweet_id:1935638592652800162,Neutral,Opposedto,0.0
546,tweet_id:1969383397140414896,Neutral,InFavor,0.8
547,tweet_id:1933049125043671495,Neutral,Unsure,0.0
548,tweet_id:1969642530750022019,Sadness,Opposedto,-0.7
549,tweet_id:1969606589285089347,Enjoyment,InFavor,0.8
550,tweet_id:1971560933618258428,Enjoyment,InFavor,0.8
551,tweet_id:1969552295835943358,Anger,InFavor,0.8
552,tweet_id:1933469675557359693,Neutral,Unsure,0.0
553,tweet_id:1930117584004714572,Surprise,Unsure,0.5
554,tweet_id:1971556443322220916,Anger,Opposedto,-0.8
555,tweet_id:1971194200357208207,Neutral,InFavor,0.5
556,tweet_id:1935251436314485242,Neutral,Unsure,0.0
557,tweet_id:1929513623031808134,Neutral,Unsure,0.2
558,tweet_id:1935523233270305133,Neutral,Unsure,0.0
559,tweet_id:1971556988841857314,Enjoyment,InFavor,0.8
560,tweet_id:1938935713950585170,Neutral,InFavor,0.5
561,tweet_id:1937304943406276993,Contempt,Opposedto,-0.5
562,tweet_id:1970010489594818995,Anger,Opposedto,-0.8
563,tweet_id:1969916639757123642,Neutral,Unsure,0.0
564,tweet_id:1938075017478041605,Neutral,InFavor,0.5
565,tweet_id:1969720998971977747,Enjoyment,InFavor,0.8
566,tweet_id:1971561299760013430,Neutral,Unsure,0.0
567,tweet_id:1939600106132541902,Neutral,InFavor,0.5
568,tweet_id:1971199482089046080,Neutral,Unsure,0.0
569,tweet_id:1969650432806158749,Sadness,InFavor,0.5
570,tweet_id:1971047539555303551,Neutral,InFavor,0.8
571,tweet_id:1969566904898801942,Anger,Opposedto,-1.0
572,tweet_id:1971513177067405517,Enjoyment,InFavor,0.8
573,tweet_id:1970473668854825064,Enjoyment,InFavor,0.8
574,tweet_id:1969723121449214215,Anger,Opposedto,-0.8
575,tweet_id:1969634361764168088,Anger,Opposedto,-0.8
576,tweet_id:1971558713992577050,Enjoyment,InFavor,0.8
577,tweet_id:1969957302678757867,Anger,Opposedto,-0.8
578,tweet_id:1923920031244747102,Neutral,Unsure,0.0
579,tweet_id:1969576171689165054,Neutral,Unsure,0.0
580,tweet_id:1969723863132205229,Enjoyment,InFavor,0.8
581,tweet_id:1969569680424911160,Anger,Opposedto,-0.8
582,tweet_id:1971170692537426357,Enjoyment,InFavor,0.8
583,tweet_id:1969041100632359106,Enjoyment,InFavor,0.5
584,tweet_id:1969662816564232278,Anger,Opposedto,-1.0
585,tweet_id:1971354440134447442,Anger,Opposedto,-0.8
586,tweet_id:1969626678516465938,Contempt,Opposedto,-0.8
587,tweet_id:1969111723513672062,Anger,Opposedto,-1.0
588,tweet_id:1970439880825282741,Enjoyment,InFavor,0.8
589,tweet_id:1971559712660529191,Neutral,Unsure,0.0
590,tweet_id:1969671163866726846,Enjoyment,InFavor,0.8
591,tweet_id:1971552482062164390,Anger,Opposedto,-0.8
592,tweet_id:1969738057218941382,Anger,Opposedto,-1.0
593,tweet_id:1969421676246155329,,,
594,tweet_id:1971364644246999351,Enjoyment,InFavor,0.8
595,tweet_id:1969859371233591313,Neutral,InFavor,0.5
596,tweet_id:1969753168096686299,Neutral,InFavor,0.5
597,tweet_id:1969786191961858535,Contempt,Opposedto,-0.8
598,tweet_id:1969742080110161964,Contempt,Opposedto,-0.8
599,tweet_id:1971552177580884094,Enjoyment,InFavor,0.8
600,tweet_id:1969343412739457184,Anger,Opposedto,-1.0
601,tweet_id:1971459622298058854,Enjoyment,InFavor,0.8
602,tweet_id:1969113461658354062,Anger,Opposedto,-1.0
603,tweet_id:1970025799206978023,Anger,Opposedto,-0.8
604,tweet_id:1971558644329377981,Anger,InFavor,0.8
605,tweet_id:1969757691414552742,,,
606,tweet_id:1971559063923351982,Neutral,Unsure,0.0
607,tweet_id:1969677647954526582,,,
608,tweet_id:1971554713482187040,Enjoyment,InFavor,0.8
609,tweet_id:1969956148494434485,Anger,InFavor,0.8
610,tweet_id:1970774110780403942,Enjoyment,InFavor,0.8
611,tweet_id:1971535783669670211,Enjoyment,InFavor,0.8
612,tweet_id:1969626467685581143,Enjoyment,InFavor,0.8
613,tweet_id:1969096332234113040,Enjoyment,InFavor,0.9
614,tweet_id:1971192071479582956,Enjoyment,InFavor,0.8
615,tweet_id:1970033717956809215,Sadness,Unsure,-0.5
616,tweet_id:1969491306901881025,Enjoyment,InFavor,0.8
617,tweet_id:1971559378349428766,Neutral,Unsure,0.0
618,tweet_id:1969620775658537013,Fear,Unsure,0.2
619,tweet_id:1970473095401218189,Disgust,Opposedto,-0.8
620,tweet_id:1971560720144982455,Neutral,Unsure,0.0
621,tweet_id:1971560511885189232,Neutral,Unsure,0.0
622,tweet_id:1970105117505724504,Sadness,Unsure,-0.7
623,tweet_id:1971559942340685990,Neutral,Unsure,0.0
624,tweet_id:1969739177224020414,Enjoyment,InFavor,0.8
625,tweet_id:1969617991378878910,Anger,InFavor,0.8
626,tweet_id:1969563023204631036,Anger,Opposedto,-0.9
627,tweet_id:1969077379285807196,Anger,Opposedto,-0.8
628,tweet_id:1971555783407174143,Enjoyment,InFavor,0.8
629,tweet_id:1971559600303247799,Neutral,Unsure,0.0
630,tweet_id:1969709427663274023,Anger,Opposedto,-1.0
631,tweet_id:1971555787190534584,Neutral,Unsure,0.0
632,tweet_id:1971552692427542602,Contempt,Opposedto,-0.8
633,tweet_id:728943951990808576,Neutral,InFavor,0.5
634,tweet_id:1969878291424424060,Enjoyment,InFavor,0.8
635,tweet_id:1969638524862546417,Anger,Opposedto,-0.8
636,tweet_id:1971012525190938806,Surprise,Unsure,0.2
637,tweet_id:1970317280518271320,Neutral,Unsure,0.2
638,tweet_id:1971554490160709696,,,
639,tweet_id:1969780660157247596,Anger,InFavor,0.8
640,tweet_id:1971556377761059169,Contempt,Opposedto,-0.8
641,tweet_id:1969699208707096705,Anger,InFavor,0.8
642,tweet_id:1969924351177982275,Neutral,InFavor,0.8
643,tweet_id:1971363825485217894,Enjoyment,Unsure,0.8
644,tweet_id:1960913229103706517,Neutral,Unsure,0.0
645,tweet_id:1969665341220696235,Sadness,InFavor,0.7
646,tweet_id:1970999609070846158,Enjoyment,Unsure,0.8
647,tweet_id:1970912046922465397,Anger,Opposedto,-1.0
648,tweet_id:1971551063032623586,Disgust,Opposedto,-0.8
649,tweet_id:1971557852474216832,Surprise,Unsure,0.5
650,tweet_id:1920977083360313611,Neutral,Unsure,0.0
651,tweet_id:1920901384729178216,Contempt,Opposedto,-0.8
652,tweet_id:1920871766827626632,Neutral,Unsure,0.0
653,tweet_id:1920864431736562148,Enjoyment,InFavor,0.8
654,tweet_id:1920854508533334479,Enjoyment,InFavor,0.8
655,tweet_id:1920838922159956041,Enjoyment,InFavor,0.8
656,tweet_id:1920837089299489014,Neutral,InFavor,0.5
657,tweet_id:1920833333375693268,Neutral,InFavor,0.5
658,tweet_id:1920830577810210939,Enjoyment,InFavor,0.8
659,tweet_id:1920827942692618370,Neutral,Unsure,0.0
660,tweet_id:1920807042446487865,Neutral,InFavor,0.5
661,tweet_id:1920805907891380274,Neutral,InFavor,0.5
662,tweet_id:1920805108616503630,Enjoyment,InFavor,0.8
663,tweet_id:1920801471655772332,Enjoyment,InFavor,0.8
664,tweet_id:1920781433989145050,Neutral,Unsure,0.0
665,tweet_id:1920779922773086279,Enjoyment,InFavor,0.8
666,tweet_id:1920777127533695463,Neutral,InFavor,0.5
667,tweet_id:1920777040413741306,Neutral,InFavor,0.5
668,tweet_id:1920773693581509031,Enjoyment,InFavor,0.8
669,tweet_id:1920729879240171780,Sadness,InFavor,0.5
670,tweet_id:1920720226498249021,Neutral,Unsure,0.0
671,tweet_id:1920716711478641126,Enjoyment,InFavor,0.8
672,tweet_id:1920675663301779810,Neutral,Unsure,0.5
673,tweet_id:1920670224874934426,Neutral,InFavor,0.5
674,tweet_id:1920668362859749835,Anger,Opposedto,-0.8
675,tweet_id:1920576280593944839,Contempt,Opposedto,-0.5
676,tweet_id:1920509390848729523,Neutral,InFavor,0.5
677,tweet_id:1920509002896847294,Neutral,InFavor,0.5
678,tweet_id:1920503320470565198,Enjoyment,InFavor,0.8
679,tweet_id:1920481410865115158,Enjoyment,InFavor,0.9
680,tweet_id:1920452416433959006,Contempt,Opposedto,-0.8
681,tweet_id:1920451415119372799,Enjoyment,InFavor,0.8
682,tweet_id:1920429998160093378,Enjoyment,InFavor,0.9
683,tweet_id:1920419231407222821,Contempt,Opposedto,-0.8
684,tweet_id:1920360147353817109,Enjoyment,InFavor,0.8
685,tweet_id:1920353534777708683,Anger,InFavor,0.8
686,tweet_id:1920348187304271880,Sadness,Unsure,-0.5
687,tweet_id:1920333410133844389,Contempt,Opposedto,-0.8
688,tweet_id:1920331395316035782,Contempt,Opposedto,-0.8
689,tweet_id:1920310184586723441,Neutral,Opposedto,-0.5
690,tweet_id:1920298070157230484,Contempt,Opposedto,-0.8
691,tweet_id:1920291816794214721,Neutral,Opposedto,-0.5
692,tweet_id:1920278722332041593,Enjoyment,InFavor,0.9
693,tweet_id:1920223866019840061,Anger,Opposedto,-0.8
694,tweet_id:1920214754003726405,Neutral,InFavor,0.5
695,tweet_id:1920162670789210282,Enjoyment,InFavor,0.8
696,tweet_id:1920145913563255243,Enjoyment,InFavor,0.8
697,tweet_id:1920142546627621345,Enjoyment,InFavor,0.8
698,tweet_id:1920139921261817902,Enjoyment,InFavor,0.8
699,tweet_id:1920135027607716234,Enjoyment,InFavor,0.8
700,tweet_id:1920122618268795374,Enjoyment,InFavor,0.9
701,tweet_id:1920105271659299256,Enjoyment,InFavor,0.8
702,tweet_id:1920101317311168724,Contempt,InFavor,0.5
703,tweet_id:1920097911251378221,Contempt,Opposedto,-0.8
704,tweet_id:1920090131035537545,Enjoyment,InFavor,0.8
705,tweet_id:1920086229216841823,Enjoyment,Opposedto,0.8
706,tweet_id:1920084233663492408,Neutral,InFavor,0.5
707,tweet_id:1920061261984764220,Enjoyment,InFavor,0.8
708,tweet_id:1920030438841843958,Contempt,Opposedto,-0.8
709,tweet_id:1920020012149919776,Neutral,InFavor,0.75
710,tweet_id:1920009276585619760,Enjoyment,InFavor,0.8
711,tweet_id:1919994453218976220,Enjoyment,InFavor,0.8
712,tweet_id:1919993103483580753,Enjoyment,InFavor,0.8
713,tweet_id:1919966812655255689,Neutral,InFavor,0.5
714,tweet_id:1919964766908416480,Contempt,Opposedto,-0.8
715,tweet_id:1919954501689344273,Enjoyment,InFavor,0.8
716,tweet_id:1919953086984159497,Enjoyment,InFavor,0.8
717,tweet_id:1919952390930710672,Enjoyment,InFavor,0.8
718,tweet_id:1919951116152013255,Neutral,InFavor,0.5
719,tweet_id:1919922180692824242,Anger,Opposedto,-0.8
720,tweet_id:1919754845764132997,Enjoyment,InFavor,0.8
721,tweet_id:1919749632562802800,Enjoyment,InFavor,0.8
722,tweet_id:1919743694380388735,Enjoyment,InFavor,0.8
723,tweet_id:1919739378198315193,Neutral,Unsure,0.2
724,tweet_id:1919708727352930531,Neutral,InFavor,0.8
725,tweet_id:1919694144764829935,Neutral,Unsure,0.0
726,tweet_id:1919692836632723679,Anger,Opposedto,-0.8
727,tweet_id:1919687036853735797,Contempt,Opposedto,-0.8
728,tweet_id:1919680987639722173,Enjoyment,InFavor,0.8
729,tweet_id:1919674748256321705,Enjoyment,InFavor,0.8
730,tweet_id:1919638365240230028,Contempt,InFavor,0.8
731,tweet_id:1919633773848899988,Contempt,Opposedto,-0.8
732,tweet_id:1919631813481529658,Neutral,Unsure,0.0
733,tweet_id:1919619767595569288,Enjoyment,InFavor,0.8
734,tweet_id:1919619767289434416,Neutral,InFavor,0.5
735,tweet_id:1919594990612971998,Neutral,InFavor,0.5
736,tweet_id:1919594099486949491,Enjoyment,InFavor,0.8
737,tweet_id:1919591279844815122,Contempt,Opposedto,-0.8
738,tweet_id:1919583153959928218,Neutral,InFavor,0.5
739,tweet_id:1919572788576452852,Neutral,Unsure,0.0
740,tweet_id:1919426033889263849,Contempt,Opposedto,-0.8
741,tweet_id:1919365072142401927,Neutral,InFavor,0.5
742,tweet_id:1919317204723708203,Neutral,Unsure,0.5
743,tweet_id:1919305368875782468,Enjoyment,InFavor,0.8
744,tweet_id:1919293369248887200,Sadness,Opposedto,-0.7
745,tweet_id:1919281621754085780,Contempt,Opposedto,-0.8
746,tweet_id:1919278385693372486,Neutral,InFavor,0.5
747,tweet_id:1919278206491955356,Sadness,InFavor,-0.5
748,tweet_id:1919277791671099586,Neutral,InFavor,0.5
749,tweet_id:1919269547326022059,Anger,Opposedto,-0.8
750,tweet_id:1919266913685025079,Neutral,InFavor,0.5
751,tweet_id:1919265019818062278,Anger,Opposedto,-0.8
752,tweet_id:1919236776180261059,Neutral,InFavor,0.5
753,tweet_id:1919234881172676766,Neutral,InFavor,0.2
754,tweet_id:1919233860262342898,Neutral,InFavor,0.5
755,tweet_id:1919207047213498834,Disgust,Opposedto,-0.8
756,tweet_id:1919018366745919849,Contempt,InFavor,0.8
757,tweet_id:1918986113189867828,Enjoyment,InFavor,0.8
758,tweet_id:1918983777495183707,Anger,InFavor,0.8
759,tweet_id:1918978599207788703,Enjoyment,InFavor,0.8
760,tweet_id:1918973696514928680,Enjoyment,InFavor,0.8
761,tweet_id:1918931665981669587,Enjoyment,InFavor,0.8
762,tweet_id:1918930387260092637,Enjoyment,InFavor,0.8
763,tweet_id:1918922593958055984,Enjoyment,InFavor,0.8
764,tweet_id:1918902275625660847,Enjoyment,InFavor,0.8
765,tweet_id:1918902098718007783,Enjoyment,InFavor,0.8
766,tweet_id:1918832141657600371,Enjoyment,InFavor,0.8
767,tweet_id:1967026817623355632,Neutral,InFavor,0.5
